Index,NumStates, TimeTaken(ms),EquivalenceQueries, MembershipQueries
798,226,123,17,298489
799,116,59,13,152474
800,207,110,15,274292
801,101,36,14,92547
802,121,38,11,98269
803,125,42,12,109470
804,130,76,18,193594
805,106,61,17,159779
806,7,1,5,2464
807,188,89,15,223225
808,171,251,38,589302
809,84,26,10,67871
810,135,117,13,289450
811,20,5,8,15168
812,38,9,8,28695
813,142,66,14,169565
814,201,107,17,246019
815,198,79,13,203387
816,97,32,13,87681
817,60,22,12,59155
818,219,282,25,646952
819,132,203,26,468969
820,163,63,13,163764
821,181,109,19,270508
822,216,118,17,297042
823,162,64,11,163857
824,38,11,11,33461
825,186,90,12,231007
826,177,62,12,154990
827,218,108,12,269042
828,206,199,27,474462
829,174,101,14,256146
830,87,25,11,68399
831,180,126,18,315820
832,211,89,13,218761
833,110,93,22,240030
834,117,45,12,115820
835,147,96,19,236492
836,1,0,1,65
837,80,34,13,93236
838,24,4,5,11241
839,169,156,22,379904
840,154,74,16,191017
841,151,59,12,150162
842,15,3,7,9774
843,121,114,19,282855
844,136,51,12,129929
845,84,40,15,109943
846,51,18,10,48739
847,10,1,5,3463
848,16,2,4,7319
849,87,130,15,291099
850,223,94,13,229102
851,184,70,13,183907
852,49,13,8,37242
853,64,40,12,98701
854,131,47,9,118935
855,103,42,13,108405
856,155,64,13,166240
857,61,25,12,69065
858,76,27,9,71405
859,131,187,22,432283
860,40,8,9,26130
861,218,105,14,250139
862,80,25,10,66512
863,46,16,12,45319
864,15,3,6,8541
865,168,128,18,319467
866,33,9,11,26543
867,77,23,9,62422
868,187,90,15,228428
869,93,92,17,239145
870,132,79,12,193768
871,94,27,11,72225
872,161,190,28,452040
873,232,123,16,303802
874,95,42,12,108657
875,75,36,13,100970
876,217,96,13,237518
877,135,91,21,230646
878,83,26,9,72496
879,181,70,10,175603
880,173,261,24,605498
881,100,69,16,187871
882,242,168,19,405130
883,36,8,9,24402
884,22,5,9,13187
885,43,11,9,31218
886,178,202,25,499571
887,144,55,13,139462
888,43,11,7,31187
889,178,77,14,193970
890,156,140,29,343026
891,20,4,7,10660
892,31,6,8,17909
893,53,14,9,38917
894,209,189,29,458506
895,233,138,16,328976
896,202,198,22,479705
897,154,88,13,219761
898,114,36,12,95241
899,23,4,6,12487
900,186,220,29,525318
901,199,114,17,290354
902,140,57,13,145067
903,54,25,12,66665
904,28,5,9,17874
905,184,76,13,186129
906,133,75,15,193348
907,55,37,16,96940
908,127,168,18,373764
909,179,72,12,177273
910,235,281,28,657572
911,25,13,6,30522
912,136,48,13,121245
913,206,139,18,349680
914,111,52,12,133702
915,222,436,34,943969
916,226,155,19,386400
917,62,25,12,71626
918,189,78,15,191382
919,62,22,9,61222
920,123,68,18,173363
921,221,177,19,428301
922,182,75,12,188263
923,122,56,14,148377
924,134,156,20,358929
925,206,132,17,323944
926,36,11,8,31853
927,162,139,20,337296
928,222,434,26,964645
929,231,90,14,228069
930,127,112,22,289428
931,57,13,13,35628
932,14,2,6,6880
933,11,2,5,5531
934,1,0,1,65
935,197,132,18,316957
936,58,17,10,47493
937,194,82,13,205633
938,102,55,12,141008
939,110,59,16,154581
940,121,52,12,137193
941,22,3,7,11416
942,82,42,17,111549
943,189,93,9,216944
944,218,324,37,750277
945,1,0,1,65
946,190,94,11,238321
947,101,30,10,84443
948,152,56,14,144217
949,196,108,19,265771
950,223,132,14,326387
951,145,165,20,402888
952,158,51,11,131506
953,51,25,12,67931
954,104,36,11,96919
955,223,189,18,433297
956,81,28,10,75827
957,103,39,12,104314
958,239,104,13,262037
959,162,72,11,184376
960,123,76,17,193750
961,150,78,17,195368
962,224,121,13,305116
963,169,64,12,162009
964,67,18,12,52214
965,236,218,20,506206
966,159,74,13,191532
967,114,122,15,284785
968,98,32,12,85402
969,208,86,12,208217
970,168,58,9,144707
971,190,91,12,234055
972,36,8,7,21445
973,111,43,10,107151
974,1,0,1,65
975,87,103,14,240325
976,44,17,10,48845
977,45,23,12,61754
978,25,4,8,13088
979,180,157,19,379628
980,189,77,11,195358
981,143,147,20,351181
982,68,17,9,47929
983,23,4,8,11213
984,149,142,20,342672
985,115,38,13,103998
986,247,217,27,522313
987,50,10,8,27360
988,189,113,15,276423
989,127,56,12,146321
990,244,206,18,483648
991,189,113,16,275189
992,40,11,10,32786
993,226,136,21,330588
994,81,36,13,93241
995,91,33,9,88621
996,123,89,16,223150
997,183,80,16,202091
998,197,155,20,376067
999,167,152,26,368516
1000,20,4,6,10559
1001,153,188,24,471724
1002,111,45,12,111149
1003,58,20,8,50379
1004,22,3,5,8761
1005,160,117,21,285671
1006,234,432,32,946320
1007,111,45,11,119147
1008,157,44,8,113587
1009,94,30,12,82762
1010,179,150,26,361613
1011,166,68,12,168957
1012,1,1,1,65
1013,24,9,8,24007
1014,71,19,8,55177
1015,221,111,10,276173
1016,224,126,19,304161
1017,145,218,27,493327
1018,205,100,15,246808
1019,102,36,11,95926
1020,87,29,10,78768
1021,45,10,8,27073
1022,157,68,13,167923
1023,188,118,14,250646
1024,65,31,12,72837
1025,120,107,18,247941
1026,45,9,9,26714
1027,197,203,28,473958
1028,234,110,14,258469
1029,1,0,1,65
1030,168,55,13,136139
1031,210,354,27,785242
1032,166,69,13,166958
1033,88,78,20,191132
1034,168,150,24,355344
1035,185,75,13,182066
1036,160,96,18,226317
1037,171,124,13,248631
1038,207,93,14,228451
1039,78,21,9,57159
1040,32,8,8,24724
1041,105,43,13,111619
1042,126,96,17,243843
1043,100,40,11,100090
1044,197,85,15,212105
1045,177,174,22,418230
1046,59,22,12,56078
1047,37,8,7,25979
1048,212,106,12,262640
1049,110,33,12,88356
1050,153,55,12,142473
1051,88,41,19,107626
1052,61,65,20,154197
1053,238,300,32,686515
1054,219,77,12,198433
1055,67,19,9,51270
1056,169,387,29,846448
1057,208,96,14,238443
1058,4,1,2,777
1059,143,73,14,185656
1060,18,4,8,12028
1061,116,64,14,164140
1062,20,4,6,11066
1063,57,25,14,65118
1064,174,130,15,329437
1065,174,76,14,200794
1066,100,37,11,95963
1067,122,52,12,129768
1068,57,23,9,64468
1069,69,31,16,87303
1070,118,43,11,111346
1071,72,84,18,202942
1072,25,6,8,14293
1073,149,155,23,377812
1074,39,12,9,37350
1075,163,116,18,279783
1076,82,30,11,76863
1077,219,108,15,273315
1078,138,98,14,232203
1079,1,0,1,65
1080,74,21,10,56450
1081,47,12,8,34084
1082,116,132,18,323762
1083,48,25,13,73009
1084,74,30,13,80620
1085,234,173,14,414748
1086,44,13,12,38498
1087,65,22,10,61998
1088,97,46,16,118849
1089,61,29,14,78448
1090,38,9,8,25375
1091,77,17,10,45637
1092,122,41,13,108295
1093,225,115,16,276687
1094,155,52,10,133127
1095,32,8,6,21673
1096,206,90,14,220803
1097,119,39,10,103689
1098,157,68,13,174550
1099,22,5,7,13100
1100,207,182,23,429401
1101,140,75,19,180776
1102,85,35,11,86538
1103,135,57,15,148335
1104,183,111,16,279044
1105,183,66,12,161753
1106,85,28,13,75007
1107,13,2,6,5442
1108,209,83,11,206659
1109,186,102,16,253476
1110,13,2,3,5014
1111,171,290,23,666222
1112,70,45,16,122008
1113,54,37,11,94218
1114,213,353,28,828556
1115,15,2,6,7560
1116,85,24,10,67619
1117,18,3,6,8484
1118,235,162,17,405221
1119,138,50,11,128057
1120,135,45,11,114523
1121,181,82,12,206627
1122,75,24,11,67274
1123,77,44,13,109608
1124,1,0,1,65
1125,196,72,12,177829
1126,226,208,22,500534
1127,2,0,1,129
1128,112,44,12,113440
1129,187,110,16,276685
1130,123,44,10,113613
1131,85,136,15,290800
1132,189,73,12,186843
1133,136,50,12,130244
1134,23,6,7,15273
1135,17,3,6,8429
1136,53,39,15,101587
1137,49,12,10,32804
1138,25,3,7,10671
1139,28,7,9,19510
1140,225,273,22,630561
1141,224,73,15,188006
1142,11,2,4,4593
1143,193,81,12,214254
1144,28,7,7,18600
1145,205,162,19,388081
1146,57,34,14,90015
1147,216,133,14,333896
1148,98,49,13,121451
1149,61,25,11,66864
1150,231,222,24,534276
1151,120,59,14,144470
1152,83,65,20,168968
1153,219,233,26,555979
1154,58,26,13,71825
1155,173,362,29,806351
1156,235,77,10,191138
1157,193,121,17,296860
1158,70,22,13,58799
1159,30,7,9,20886
1160,51,20,14,55292
1161,200,156,21,372918
1162,30,5,6,14359
1163,163,60,13,154694
1164,65,55,16,135955
1165,107,30,10,76352
1166,23,4,7,11089
1167,220,108,15,272401
1168,69,18,8,50255
1169,8,1,5,3299
1170,7,1,4,2318
1171,70,37,11,98031
1172,89,24,11,60901
1173,1,0,1,65
1174,180,82,12,204967
1175,73,26,11,71348
1176,119,43,10,109314
1177,41,10,9,28261
1178,151,49,10,122286
1179,45,14,8,37362
1180,110,35,13,94065
1181,47,37,18,91028
1182,117,79,19,203576
1183,68,28,12,74208
1184,133,187,24,422364
1185,110,60,15,147794
1186,197,101,14,256597
1187,55,21,12,57464
1188,111,76,20,192615
1189,19,3,6,10796
1190,206,221,23,521247
1191,154,58,11,140566
1192,139,93,18,236936
1193,189,108,13,263506
1194,80,22,8,61145
1195,127,37,11,96327
1196,221,104,15,258988
1197,32,6,7,17826
1198,205,149,19,352653
1199,162,248,31,584102
1200,7,1,4,1671
1201,17,3,5,9269
1202,214,110,14,268993
1203,140,92,18,232835
1204,162,123,22,293414
1205,233,123,16,301551
1206,1,1,1,65
1207,45,24,13,64175
1208,29,10,9,28325
1209,24,3,6,8034
1210,212,94,14,234022
1211,167,57,12,148311
1212,94,23,9,62072
1213,112,44,10,110666
1214,79,45,18,108807
1215,93,28,12,70858
1216,180,263,27,615522
1217,170,89,17,223145
1218,115,63,17,168218
1219,96,71,16,181843
1220,177,125,18,300842
1221,133,74,17,194500
1222,191,77,15,184690
1223,53,18,13,51421
1224,182,212,25,494423
1225,130,47,12,118468
1226,199,84,13,213275
1227,109,50,19,131431
1228,95,32,10,86398
1229,57,30,16,82957
1230,33,7,7,19137
1231,159,121,23,305438
1232,148,68,16,174617
1233,158,60,11,145317
1234,176,82,15,203339
1235,111,43,13,115131
1236,98,165,18,354251
1237,148,142,22,344851
1238,72,60,20,146247
1239,168,75,13,196153
1240,130,45,15,113792
1241,43,13,9,36141
1242,50,14,10,37824
1243,202,88,16,210890
1244,157,65,14,166096
1245,61,48,13,119183
1246,43,11,10,31970
1247,37,14,10,36503
1248,48,11,9,30010
1249,30,8,8,20661
1250,181,116,19,285025
1251,96,33,10,90877
1252,206,98,14,231760
1253,39,12,10,31337
1254,186,66,14,166843
1255,196,136,18,340694
1256,214,117,16,281067
1257,182,76,10,198346
1258,200,92,16,232431
1259,134,45,9,115596
1260,85,103,16,225595
1261,1,0,1,65
1262,58,21,12,56186
1263,115,78,18,197696
1264,10,1,6,5072
1265,132,41,12,108220
1266,213,96,14,246680
1267,88,35,11,88070
1268,177,154,22,378880
1269,61,44,12,113174
1270,102,42,11,109145
1271,139,44,9,108399
1272,45,15,10,42093
1273,121,61,14,155928
1274,208,154,23,380022
1275,58,19,10,53548
1276,160,76,16,192920
1277,197,88,13,224010
1278,137,140,21,323239
1279,145,50,10,128960
1280,209,131,19,317471
1281,190,87,14,218674
1282,64,27,13,71267
1283,228,367,26,829805
1284,59,29,14,77603
1285,205,98,13,245275
1286,166,76,11,184297
1287,113,70,18,177091
1288,1,0,1,65
1289,80,17,10,44605
1290,218,96,15,235264
1291,184,82,11,206135
1292,27,8,8,21919
1293,111,50,15,127578
1294,120,205,24,459328
1295,68,59,16,150852
1296,113,36,12,92763
1297,80,24,12,67871
1298,52,17,10,45422
1299,117,42,12,112969
1300,161,97,20,237185
1301,26,7,11,22362
1302,141,55,11,139111
1303,6,0,4,1659
1304,24,5,6,13004
1305,121,55,12,142503
1306,179,107,13,269493
1307,41,10,8,27547
1308,71,33,17,86847
1309,178,70,15,179103
1310,185,71,12,181655
1311,193,131,17,316486
1312,81,24,11,62530
1313,75,23,10,64028
1314,108,42,12,108322
1315,147,96,20,247923
1316,1,0,1,65
1317,144,60,13,154676
1318,193,151,20,365760
1319,114,35,11,91768
1320,174,75,14,183029
1321,159,62,13,157229
1322,218,106,16,258971
1323,197,93,12,232267
1324,167,68,11,171470
1325,57,16,10,46608
1326,175,141,21,347316
1327,33,26,16,71930
1328,205,89,11,214496
1329,138,53,13,139484
1330,228,102,15,251852
1331,207,295,23,670182
1332,59,16,11,41349
1333,216,86,15,214374
1334,1,0,1,65
1335,51,17,12,47333
1336,141,55,13,146971
1337,231,117,17,285826
1338,66,54,15,139507
1339,158,169,27,406444
1340,1,0,1,65
1341,183,145,19,355756
1342,13,2,5,4691
1343,108,39,11,107037
1344,211,167,18,404534
1345,111,76,19,199472
1346,172,59,13,148982
1347,195,223,25,524452
1348,102,82,17,205703
1349,103,34,11,89874
1350,70,23,10,65592
1351,70,23,11,63445
1352,244,275,21,637337
1353,62,25,13,69975
1354,24,5,7,14630
1355,208,176,25,422055
1356,147,48,10,118200
1357,218,79,13,195799
1358,216,519,35,1096231
1359,165,230,27,523522
1360,19,4,9,11537
1361,190,80,12,195953
1362,130,45,11,120389
1363,120,68,16,179468
1364,73,67,17,170872
1365,139,127,21,301296
1366,88,38,13,94931
1367,11,2,4,3691
1368,1,0,1,65
1369,201,210,23,521690
1370,7,1,4,1975
1371,34,7,7,18281
1372,175,84,16,208609
1373,162,58,17,152122
1374,99,33,12,87013
1375,152,85,14,215900
1376,24,5,7,15522
1377,247,435,31,971046
1378,228,98,12,241889
1379,130,42,11,106224
1380,53,18,10,48085
1381,65,20,8,55388
1382,76,45,18,110422
1383,222,123,16,300810
1384,97,38,13,98255
1385,238,112,15,273979
1386,241,432,25,954388
1387,29,6,7,15194
1388,220,403,25,842688
1389,137,62,13,163755
1390,17,3,7,8259
1391,24,7,8,21018
1392,201,156,26,386564
1393,75,30,10,81706
1394,30,10,10,28620
1395,155,61,12,156681
1396,1,0,1,65
1397,229,90,11,226163
1398,1,0,1,65
1399,136,51,13,134893
1400,161,75,13,182384
1401,188,178,20,435613
1402,17,4,6,9614
1403,241,266,27,628064
1404,65,44,17,112789
1405,97,31,13,84020
1406,109,57,11,148554
1407,204,120,16,299085
1408,178,290,17,634296
1409,13,2,6,6562
1410,74,27,11,71945
1411,23,5,5,15284
1412,93,70,19,183356
1413,55,13,7,35758
1414,151,187,26,452855
1415,65,20,8,51754
1416,227,99,12,240337
1417,96,39,10,102604
1418,95,51,13,132245
1419,100,32,9,83293
1420,197,375,33,845574
1421,74,27,11,72550
1422,56,16,10,43155
1423,106,58,16,157288
1424,132,71,17,186061
1425,166,56,10,142129
1426,57,13,10,35003
1427,40,25,9,62114
1428,237,122,16,302671
1429,212,274,30,646228
1430,157,56,9,143272
1431,164,56,10,143022
1432,95,44,13,111103
1433,115,39,11,105163
1434,42,22,12,58516
1435,32,8,7,23130
1436,72,20,10,55198
1437,1,0,1,65
1438,217,89,12,216436
1439,90,28,12,74603
1440,1,0,1,65
1441,113,71,16,172718
1442,145,91,13,198537
1443,216,165,18,355571
1444,59,16,10,40936
1445,60,16,9,42751
1446,48,19,10,53163
1447,200,120,15,294132
1448,205,90,15,220131
1449,55,15,8,36819
1450,121,66,14,163591
1451,53,15,10,42695
1452,34,8,9,22628
1453,142,54,15,134394
1454,195,303,30,684589
1455,155,213,24,493003
1456,168,76,12,189627
1457,148,78,14,195019
1458,176,71,14,178707
1459,121,38,12,98908
1460,156,197,27,455381
1461,60,25,12,65690
1462,24,5,7,13583
1463,219,255,23,596285
1464,82,40,13,106100
1465,72,31,16,85219
1466,75,25,10,65398
1467,201,89,12,215509
1468,122,102,20,253837
1469,189,77,15,195094
1470,228,104,14,258194
1471,220,114,22,278468
1472,24,6,8,18586
1473,75,27,9,70263
1474,60,18,10,51654
1475,101,30,13,82288
1476,136,44,10,116314
1477,217,371,39,827373
1478,92,30,12,84571
1479,237,201,19,487444
1480,43,17,10,46766
1481,212,111,14,276580
1482,65,19,11,52911
1483,36,10,10,28891
1484,213,133,20,330922
1485,145,53,10,133137
1486,107,41,12,108684
1487,61,18,10,51304
1488,86,23,9,62535
1489,43,8,8,22902
1490,188,76,10,198028
1491,86,39,15,95060
1492,126,50,11,127654
1493,80,45,14,116329
1494,171,61,13,159393
1495,1,0,1,65
1496,51,11,8,30906
1497,156,86,12,213950
1498,1,0,1,65
1499,219,108,15,262176
1500,45,12,10,36167
1501,181,75,12,186373
1502,65,17,7,44599
1503,177,85,14,218146
1504,140,55,14,142249
1505,12,2,6,5777
1506,163,197,25,455354
1507,166,58,12,146476
1508,226,98,13,240830
1509,219,473,26,1036469
1510,85,63,22,162664
1511,86,28,13,76255
1512,93,29,11,81613
1513,52,16,10,42559
1514,187,155,21,369649
1515,230,149,20,374050
1516,1,0,1,65
1517,139,177,21,399697
1518,1,0,1,65
1519,215,128,19,316477
1520,178,94,16,239561
1521,160,65,14,160804
1522,99,44,12,112296
1523,150,143,21,355345
1524,65,42,14,99354
1525,124,45,12,118735
1526,187,246,24,568508
1527,119,37,9,97369
1528,51,19,12,52972
1529,127,73,18,181429
1530,9,1,4,3782
1531,58,18,11,53439
1532,162,63,12,164412
1533,102,32,11,83113
1534,130,117,19,279941
1535,61,15,10,39359
1536,91,30,11,81271
1537,163,165,21,389329
1538,40,8,7,21572
1539,59,26,16,68322
1540,94,42,12,116917
1541,17,4,8,12479
1542,89,45,16,115931
1543,219,122,16,304705
1544,74,30,13,80650
1545,13,3,5,6474
1546,229,158,19,376624
1547,231,215,20,499275
1548,200,110,17,272942
1549,74,39,13,101985
1550,220,117,12,295199
1551,61,22,9,58097
1552,35,7,7,20911
1553,215,180,23,434666
1554,37,11,9,28047
1555,89,34,12,91322
1556,188,173,21,417935
1557,35,8,7,24871
1558,68,20,10,54140
1559,170,80,14,195749
1560,206,106,14,268065
1561,53,13,7,38375
1562,73,92,16,204838
1563,10,1,5,3428
1564,221,220,20,519878
1565,120,229,26,525983
1566,158,85,15,204225
1567,74,20,10,56014
1568,151,94,21,225749
1569,77,37,9,91624
1570,11,1,5,3979
1571,95,50,15,128615
1572,84,33,12,82644
1573,8,1,5,3423
1574,245,153,20,386336
1575,91,29,10,78952
1576,110,39,12,100577
1577,121,154,20,363504
1578,223,136,16,324653
1579,190,145,18,363446
1580,208,101,12,248010
1581,6,0,4,1305
1582,36,9,8,24687
1583,177,198,22,468110
1584,129,124,18,320403
1585,189,84,16,209665
1586,186,69,13,172907
1587,1,0,1,65
1588,97,31,10,81765
1589,140,69,18,180389
1590,83,24,10,68070
1591,101,38,13,102045
1592,35,8,9,21678
1593,71,19,10,53110
1594,65,21,10,53919
1595,156,184,26,439872
1596,19,3,6,10575
1597,163,73,13,183988
1598,92,30,12,82220
1599,63,26,12,71864
1600,135,135,20,330165
1601,177,68,10,166162
1602,103,34,10,92623
1603,125,46,12,121980
1604,193,66,11,166435
1605,9,1,4,3608
1606,76,78,17,180837
1607,169,66,12,169235
1608,54,32,16,84621
1609,191,69,13,176149
1610,17,3,7,7112
1611,105,53,13,137345
1612,73,51,14,123097
1613,223,87,12,224313
1614,1,0,1,65
1615,213,191,21,455665
1616,147,117,25,285148
1617,101,42,13,114632
1618,193,66,14,167882
1619,1,0,1,65
1620,177,64,11,167163
1621,18,3,6,10106
1622,237,111,12,268219
1623,132,94,21,225314
1624,86,56,16,150021
1625,24,5,9,12960
1626,156,82,13,213154
1627,239,184,16,416939
1628,192,422,31,868396
1629,44,14,8,40151
1630,1,0,1,65
1631,112,44,11,120631
1632,78,20,6,56175
1633,1,0,1,65
1634,178,137,18,337531
1635,132,54,12,119592
1636,116,45,12,115744
1637,40,14,11,37582
1638,131,48,14,127735
1639,223,102,11,256418
1640,226,96,12,237253
1641,96,64,20,152625
1642,209,84,13,209382
1643,159,60,11,149413
1644,138,166,23,400096
1645,102,30,9,76393
1646,121,200,26,452899
1647,24,4,5,13033
1648,201,116,16,288603
1649,1,0,1,65
1650,79,60,14,157667
1651,122,50,11,132851
1652,90,42,13,109559
1653,232,98,15,237033
1654,13,3,9,7850
1655,100,42,12,112047
1656,63,27,11,70146
1657,109,34,10,90482
1658,141,108,14,264054
1659,18,4,6,10198
1660,91,73,16,185245
1661,165,181,21,421007
1662,180,64,12,158258
1663,1,0,1,65
1664,74,34,10,88638
1665,49,12,9,31255
1666,12,1,5,3505
1667,118,58,17,151201
1668,186,90,13,229308
1669,133,57,13,142952
1670,104,152,25,363127
1671,134,89,21,225750
1672,194,66,13,163732
1673,24,5,7,15332
1674,31,7,11,20529
1675,190,185,17,450822
1676,108,183,20,401145
1677,118,47,12,123132
1678,128,50,13,129415
1679,142,103,18,253206
1680,146,74,14,190379
1681,162,233,23,521567
1682,124,46,12,115295
1683,136,92,23,227477
1684,155,81,13,206039
1685,156,129,22,319125
1686,134,58,14,154389
1687,179,61,8,153076
1688,5,0,2,1002
1689,202,284,24,666175
1690,1,1,1,65
1691,159,155,24,391139
1692,83,23,11,60451
1693,136,47,10,118821
1694,176,85,12,209098
1695,8,1,4,3020
1696,189,298,30,698327
1697,32,6,9,18475
1698,31,6,7,17919
1699,221,107,14,270025
1700,221,247,30,584100
1701,209,99,13,247018
1702,84,36,11,96135
1703,126,46,12,121103
1704,161,89,18,225593
1705,102,43,14,112619
1706,44,26,12,68784
1707,224,90,12,224746
1708,86,30,10,79454
1709,66,18,9,49488
1710,165,66,13,168053
1711,95,34,11,90377
1712,229,101,12,248043
1713,185,295,27,654536
1714,197,175,23,428641
1715,202,75,9,185938
1716,12,1,4,4779
1717,26,7,8,17846
1718,224,124,14,305256
1719,150,199,20,455911
1720,36,8,8,23472
1721,40,12,11,31935
1722,220,91,12,229017
1723,158,161,29,404568
1724,36,10,9,29557
1725,194,84,14,212704
1726,97,91,24,234458
1727,208,178,22,432228
1728,103,33,10,88985
1729,20,3,6,9650
1730,19,4,7,11710
1731,1,0,1,65
1732,113,78,20,193813
1733,50,20,9,53286
1734,73,22,10,55840
1735,212,74,14,188827
1736,121,55,12,143300
1737,206,104,13,244314
1738,170,145,23,359509
1739,228,91,13,220134
1740,150,177,27,408484
1741,192,95,14,240150
1742,216,90,13,231062
1743,153,56,12,144873
1744,220,280,25,642429
1745,85,25,8,64054
1746,141,52,9,132574
1747,169,65,12,168283
1748,197,87,13,224384
1749,58,16,9,42497
1750,50,35,15,94236
1751,12,1,6,5034
1752,178,78,15,195637
1753,114,74,17,184388
1754,15,3,5,8148
1755,127,60,13,151442
1756,125,55,13,142339
1757,110,149,19,345897
1758,191,92,14,231874
1759,135,49,13,131377
1760,118,40,11,109797
1761,241,281,23,650094
1762,185,71,11,184052
1763,228,100,17,250091
1764,79,28,11,73078
1765,53,12,9,35993
1766,172,146,25,364479
1767,34,8,8,24093
1768,221,393,29,863423
1769,169,67,11,173878
1770,110,59,15,150894
1771,193,89,13,225399
1772,127,67,12,169499
1773,88,26,7,70166
1774,210,93,15,236433
1775,198,135,18,335036
1776,98,73,17,184078
1777,15,2,5,6011
1778,236,189,19,449100
1779,228,101,13,246723
1780,28,5,7,15131
1781,131,108,16,271884
1782,70,21,9,59669
1783,205,145,15,354347
1784,25,8,10,22308
1785,140,242,22,524386
1786,1,0,1,65
1787,163,249,24,540858
1788,169,148,19,358316
1789,215,84,12,213508
1790,137,47,11,123016
1791,154,71,14,182482
1792,80,68,19,173381
1793,60,31,14,85263
1794,107,49,13,122816
1795,185,91,12,229825
1796,207,190,21,449942
1797,52,13,7,37701
1798,103,53,20,136246
1799,65,26,13,71948
1800,155,93,18,239485
1801,80,85,24,217553
1802,84,34,12,91981
1803,25,7,10,21260
1804,174,68,10,171135
1805,30,7,7,19127
1806,202,133,16,329232
1807,174,170,24,407968
1808,245,208,27,501749
1809,172,175,24,410550
1810,150,155,24,388723
1811,131,44,14,114814
1812,146,70,12,176652
1813,199,88,15,216283
1814,12,2,4,5233
1815,210,92,15,228627
1816,148,58,11,146489
1817,97,39,14,106418
1818,1,0,1,65
1819,138,48,13,126025
1820,49,13,10,34431
1821,223,119,14,295683
1822,187,72,14,179692
1823,127,88,16,218759
1824,9,2,4,4184
1825,190,77,15,199100
1826,152,50,11,127223
1827,233,94,11,234142
1828,211,234,23,551554
1829,183,130,19,320330
1830,148,213,30,510582
1831,124,47,9,121323
1832,195,246,28,589455
1833,68,17,9,46602
1834,193,152,19,367402
1835,214,100,13,242610
1836,1,0,1,65
1837,123,65,13,160093
1838,75,23,10,64709
1839,21,4,8,12274
1840,138,60,13,157615
1841,70,20,7,55648
1842,168,71,13,177203
1843,128,89,15,219114
1844,138,107,25,270598
1845,14,2,5,5907
1846,5,0,3,1349
1847,12,2,4,5613
1848,72,31,12,80800
1849,104,37,10,92566
1850,1,0,1,65
1851,73,25,10,69040
1852,109,33,12,87835
1853,65,20,10,54172
1854,108,40,12,107254
1855,111,34,12,94788
1856,27,6,7,19134
1857,141,72,15,183512
1858,8,1,6,3548
1859,181,65,12,162945
1860,1,0,1,65
1861,1,0,1,65
1862,98,38,11,96095
1863,1,0,1,65
1864,159,100,16,257626
1865,148,70,14,182756
1866,214,277,25,650192
1867,26,4,6,12140
1868,198,83,12,211461
1869,46,14,9,42983
1870,183,121,19,303876
1871,249,193,20,464065
1872,240,382,34,879762
1873,83,21,8,60103
1874,163,89,17,225614
1875,246,579,42,1272893
1876,26,6,7,17062
1877,73,34,14,96109
1878,173,171,21,421599
1879,168,105,18,260521
1880,1,0,1,65
1881,111,39,12,101670
1882,175,80,17,206562
1883,122,70,15,170525
1884,228,103,13,263763
1885,229,95,11,231544
1886,30,4,6,12101
1887,69,25,10,66525
1888,37,10,6,28493
1889,1,0,1,65
1890,66,19,9,53006
1891,162,65,10,166834
1892,150,78,14,200347
1893,145,54,12,134791
1894,137,46,12,120218
1895,16,5,9,12521
1896,24,7,9,21805
1897,78,22,11,60053
1898,217,389,30,885148
1899,116,245,21,494067
1900,132,56,11,140681
1901,153,49,11,124272
1902,15,3,5,8446
1903,127,84,20,207251
1904,179,72,12,167594
1905,68,19,9,49414
1906,79,21,9,56725
1907,224,96,13,242450
1908,182,219,26,507146
1909,202,107,14,260635
1910,93,28,12,72909
1911,121,45,12,114237
1912,12,3,6,5965
1913,101,62,16,147272
1914,207,180,21,412926
1915,166,128,24,298635
1916,98,25,8,67349
1917,87,41,15,111249
1918,80,29,13,79953
1919,162,164,25,384547
1920,155,90,15,210755
1921,138,76,18,184777
1922,89,45,16,113276
1923,153,69,14,168711
1924,173,71,13,165542
1925,166,113,18,271684
1926,42,10,11,26033
1927,113,48,12,123188
1928,148,89,16,228344
1929,240,326,34,739891
1930,120,49,12,131549
1931,14,3,6,7967
1932,50,17,10,50396
1933,30,8,8,20336
1934,78,42,14,114095
1935,40,12,9,35917
1936,210,193,22,464901
1937,174,116,14,298831
1938,10,1,5,4177
1939,128,97,20,245859
1940,110,39,12,97444
1941,68,18,9,50042
1942,84,25,11,67896
1943,57,12,7,34832
1944,170,82,16,213963
1945,60,15,8,42502
1946,45,12,7,36328
1947,214,81,10,197643
1948,173,91,12,226066
1949,204,91,15,225506
1950,21,4,7,12404
1951,20,9,8,21685
1952,53,24,13,61140
1953,189,179,22,448098
1954,51,29,11,69935
1955,184,115,15,288649
1956,114,46,12,127419
1957,73,27,12,74434
1958,37,10,9,27251
1959,234,363,31,779515
1960,213,173,23,427523
1961,193,74,13,187472
1962,102,33,12,87949
1963,241,357,26,807669
1964,173,80,16,209224
1965,236,289,22,705229
1966,47,12,8,34065
1967,197,187,23,455322
1968,220,146,16,345507
1969,120,56,13,145704
1970,155,53,11,127193
1971,1,0,1,65
1972,213,69,11,170937
1973,125,47,11,126121
1974,69,21,9,58492
1975,143,136,18,335552
1976,51,37,13,94740
1977,139,126,20,316374
1978,189,169,23,412104
1979,125,46,11,123972
1980,85,28,12,74924
1981,220,82,12,208435
