Index,NumStates, TimeTaken(ms),EquivalenceQueries, MembershipQueries
2534,129,43,14,111139
2535,85,32,16,86367
2536,83,29,16,81062
2537,36,17,18,46581
2538,35,9,15,24588
2539,214,124,24,292411
2540,112,58,17,149728
2541,66,23,16,63866
2542,180,312,60,724301
2543,87,30,18,80140
2544,188,96,21,244898
2545,88,25,12,68767
2546,24,5,12,17019
2547,196,103,21,245981
2548,78,24,14,63817
2549,47,27,25,69451
2550,130,51,14,126561
2551,228,147,24,357687
2552,105,33,13,82562
2553,185,100,19,251397
2554,4,0,3,810
2555,166,176,42,425114
2556,112,39,14,100942
2557,100,38,14,101312
2558,194,129,27,326599
2559,45,11,12,29870
2560,156,65,16,160821
2561,183,94,17,238821
2562,41,25,20,62826
2563,197,189,45,461276
2564,199,119,26,288234
2565,136,50,16,132039
2566,216,93,16,235373
2567,112,55,17,137442
2568,258,138,20,331729
2569,27,7,11,19224
2570,227,521,80,1150647
2571,47,12,12,32593
2572,104,45,15,118358
2573,94,33,13,83381
2574,209,130,24,329901
2575,82,91,44,222021
2576,60,15,13,45309
2577,41,16,20,45500
2578,220,122,20,294278
2579,161,51,12,130166
2580,165,53,13,130500
2581,61,26,20,66020
2582,15,2,9,6587
2583,245,466,77,1027031
2584,165,141,31,361579
2585,216,198,32,498505
2586,29,17,22,40817
2587,189,88,16,220638
2588,208,116,24,290223
2589,203,80,16,195781
2590,112,50,21,134082
2591,34,10,13,27281
2592,226,105,18,250656
2593,111,47,19,125842
2594,110,51,21,131601
2595,188,108,22,257640
2596,150,82,23,204869
2597,129,89,28,221496
2598,202,386,64,893028
2599,98,24,12,65504
2600,151,91,22,237461
2601,120,37,13,98947
2602,193,99,19,245117
2603,230,114,18,279222
2604,156,145,36,368186
2605,122,57,16,140899
2606,176,97,19,237198
2607,189,97,18,247759
2608,77,19,11,50268
2609,56,18,12,47618
2610,93,32,15,86417
2611,1,0,1,65
2612,155,86,23,230124
2613,1,0,1,65
2614,141,66,16,173859
2615,162,58,14,140862
2616,43,10,10,28769
2617,166,63,13,161019
2618,74,54,28,139849
2619,195,393,66,886825
2620,1,0,1,65
2621,161,390,75,785059
2622,103,163,49,371619
2623,181,235,49,563092
2624,43,15,17,42712
2625,22,5,9,13416
2626,192,421,65,988478
2627,87,31,16,79228
2628,141,84,24,215888
2629,239,93,14,222184
2630,176,74,16,183092
2631,157,65,20,166973
2632,102,45,18,122393
2633,197,135,25,326738
2634,1,0,1,65
2635,92,41,17,107609
2636,138,36,14,93848
2637,60,25,19,70799
2638,70,67,38,169853
2639,89,56,23,143741
2640,12,1,7,5171
2641,164,217,43,504782
2642,211,160,28,387932
2643,142,96,23,251195
2644,145,88,23,225280
2645,127,62,17,156288
2646,115,95,38,230823
2647,201,111,19,271669
2648,184,128,25,317324
2649,175,128,23,320146
2650,187,169,36,406333
2651,1,0,1,65
2652,227,107,18,261270
2653,153,111,28,260030
2654,250,299,50,688933
2655,49,11,10,29142
2656,188,78,16,189107
2657,39,13,13,33756
2658,100,115,46,280657
2659,31,9,14,24935
2660,88,37,16,97843
2661,52,30,25,79850
2662,93,40,18,105600
2663,202,129,24,327869
2664,56,17,13,45461
2665,61,19,13,51873
2666,55,13,10,36020
2667,26,13,19,30371
2668,149,68,18,181275
2669,40,10,10,26796
2670,208,95,17,240938
2671,124,172,50,417918
2672,61,26,23,70702
2673,199,121,20,300103
2674,44,11,12,32049
2675,159,76,18,202610
2676,63,17,11,45048
2677,127,112,32,274613
2678,97,26,13,71558
2679,133,53,16,134115
2680,128,46,14,113859
2681,214,110,21,267189
2682,1,0,1,65
2683,220,272,44,643545
2684,186,79,15,197785
2685,151,78,18,190699
2686,154,50,15,125056
2687,134,54,17,143546
2688,153,319,60,732353
2689,80,29,19,80318
2690,40,9,10,25373
2691,72,21,11,62645
2692,1,0,1,65
2693,97,44,16,118005
2694,50,20,18,54944
2695,226,303,40,712531
2696,108,38,13,101547
2697,53,17,15,44542
2698,101,63,30,160185
2699,177,101,20,262448
2700,235,153,26,372441
2701,115,39,14,102258
2702,136,42,14,106467
2703,157,54,14,135149
2704,227,335,51,792720
2705,227,105,18,265183
2706,64,44,31,109685
2707,132,54,15,140891
2708,70,24,15,66943
2709,63,23,20,61723
2710,92,36,16,94174
2711,94,34,14,90083
2712,29,10,18,27354
2713,84,29,15,77576
2714,30,7,13,19671
2715,174,95,20,238185
2716,1,0,1,65
2717,27,7,15,21646
2718,39,9,11,21842
2719,6,0,3,1192
2720,25,10,15,28650
2721,95,64,26,161466
2722,115,40,15,107213
2723,170,203,44,495470
2724,123,56,17,146627
2725,156,136,31,331190
2726,50,31,33,82512
2727,73,23,13,61570
2728,129,81,26,204296
2729,1,0,1,65
2730,152,72,23,186028
2731,228,224,33,543104
2732,193,101,19,249645
2733,234,81,14,201222
2734,125,40,13,107573
2735,55,18,13,50250
2736,152,133,30,346981
2737,61,19,13,53973
2738,46,16,17,45274
2739,206,289,50,686255
2740,104,75,29,175862
2741,170,134,31,334509
2742,56,14,13,39467
2743,109,79,29,191432
2744,1,0,1,65
2745,73,22,12,64276
2746,216,174,34,416415
2747,12,2,8,6761
2748,59,15,12,42082
2749,50,13,12,35309
2750,238,191,33,469399
2751,203,118,24,292630
2752,27,8,11,24008
2753,221,234,49,567726
2754,172,58,14,150418
2755,193,90,17,232994
2756,208,84,16,213971
2757,93,53,21,137053
2758,77,25,15,65574
2759,36,8,10,24123
2760,115,59,18,155683
2761,183,102,20,263146
2762,207,83,17,203140
2763,1,0,1,65
2764,37,9,14,26756
2765,214,97,17,234537
2766,1,0,1,65
2767,80,29,17,81389
2768,126,53,18,135421
2769,111,43,16,111723
2770,152,57,14,151309
2771,36,8,11,24272
2772,87,45,21,118308
2773,1,0,1,65
2774,100,111,41,275093
2775,117,67,20,178081
2776,225,82,15,204411
2777,56,25,21,63224
2778,169,68,18,173389
2779,89,40,16,105687
2780,87,32,19,89057
2781,60,17,12,46064
2782,141,68,18,168495
2783,66,29,20,77434
2784,18,3,10,10413
2785,64,63,34,153388
2786,221,96,16,244743
2787,137,66,21,170924
2788,241,145,23,339904
2789,163,70,18,178076
2790,27,5,9,14795
2791,210,99,22,240322
2792,25,4,7,11733
2793,45,22,18,58942
2794,109,55,20,148249
2795,118,52,18,137064
2796,99,37,16,96591
2797,112,54,21,142986
2798,75,45,24,127076
2799,120,47,13,120823
2800,114,39,15,100016
2801,246,95,17,227809
2802,11,1,7,4631
2803,159,148,38,362750
2804,196,88,20,223170
2805,124,43,14,116442
2806,102,54,26,141127
2807,94,25,13,65168
2808,160,176,38,432336
2809,212,89,15,220181
2810,49,13,16,37982
2811,36,12,15,31272
2812,72,18,10,45802
2813,150,198,55,482256
2814,20,5,10,13557
2815,149,59,15,151694
2816,205,135,26,320285
2817,1,0,1,65
2818,34,5,8,15928
2819,29,6,8,15891
2820,90,33,15,89340
2821,37,13,14,35623
2822,133,52,14,128950
2823,236,244,36,575327
2824,79,29,14,76484
2825,52,17,13,48452
2826,66,23,12,60783
2827,108,41,16,102884
2828,133,55,14,144876
2829,54,21,17,54336
2830,202,360,67,843884
2831,104,37,14,96269
2832,131,47,14,124592
2833,195,286,49,669072
2834,247,177,29,435843
2835,181,104,25,263350
2836,46,15,13,39264
2837,147,130,33,320520
2838,128,44,15,114857
2839,83,28,15,78075
2840,109,45,19,117033
2841,34,11,16,28943
2842,1,0,1,65
2843,206,68,12,165533
2844,147,65,16,169447
2845,192,67,13,162159
2846,49,16,12,43717
2847,37,11,14,31823
2848,25,5,9,14621
2849,117,62,19,159667
2850,15,3,10,8955
2851,218,154,27,380439
2852,1,0,1,65
2853,127,51,14,130024
2854,247,138,18,331192
2855,161,64,14,158370
2856,51,20,15,54411
2857,216,90,15,221137
2858,159,70,18,185329
2859,202,365,49,853547
2860,123,76,25,196802
2861,133,91,23,242225
2862,114,47,17,121832
2863,169,70,16,176263
2864,79,76,39,184326
2865,230,188,29,450950
2866,200,191,32,467738
2867,54,17,15,43086
2868,87,32,15,87207
2869,204,89,17,221732
2870,96,26,14,70719
2871,184,99,22,257411
2872,88,32,14,82436
2873,14,2,9,7286
2874,77,26,16,68962
2875,33,7,10,22362
2876,105,83,34,200254
2877,155,68,16,173726
2878,97,53,21,137562
2879,37,9,10,24048
2880,170,115,25,287877
2881,234,115,17,277771
2882,14,2,7,5835
2883,145,48,14,125912
2884,222,212,37,500110
2885,143,68,18,175412
2886,125,98,34,251228
2887,94,32,13,83802
2888,1,0,1,65
2889,128,67,21,170749
2890,173,68,15,169120
2891,201,104,19,265053
2892,191,244,45,607550
2893,58,19,13,52205
2894,165,190,49,457620
2895,13,2,8,6375
2896,143,47,13,120259
2897,41,9,11,26701
2898,43,10,11,27242
2899,202,208,45,481854
2900,99,155,46,317926
2901,10,2,8,5089
2902,180,172,37,425897
2903,119,40,15,102935
2904,105,83,34,214752
2905,189,73,16,184866
2906,200,398,66,868416
2907,107,91,38,220626
2908,12,2,5,4717
2909,194,198,33,448884
2910,97,62,25,160176
2911,27,4,13,14469
2912,117,206,68,451170
2913,161,63,18,158769
2914,104,43,18,116750
2915,161,86,21,221304
2916,46,10,11,30777
2917,60,35,21,94851
2918,155,227,50,548143
2919,184,233,41,566756
2920,229,102,16,237551
2921,147,83,22,207393
2922,161,171,41,416812
2923,86,60,33,153877
2924,191,250,48,615371
2925,195,494,69,1116440
2926,219,122,18,292097
2927,139,49,15,127564
2928,36,13,19,38490
2929,34,16,22,45063
2930,203,325,47,775106
2931,1,0,1,65
2932,211,151,25,367711
2933,108,65,24,177426
2934,165,309,66,724697
2935,21,5,10,12923
2936,47,20,16,55733
2937,34,7,9,20330
2938,214,95,15,235201
2939,60,14,10,38730
2940,28,12,12,30649
2941,183,294,49,713493
2942,110,45,15,117133
2943,29,9,11,28711
2944,1,0,1,65
2945,126,105,32,268546
2946,225,148,29,349811
2947,97,35,14,93894
2948,84,29,13,71851
2949,120,115,39,290151
2950,37,7,11,20220
2951,85,37,17,95905
2952,29,6,9,19378
2953,200,89,17,216380
2954,172,72,15,186029
2955,105,45,17,120343
2956,1,0,1,65
2957,15,3,10,8775
2958,61,34,22,87680
2959,64,23,12,62751
2960,81,29,16,76827
2961,50,13,12,33412
2962,215,111,19,278799
2963,152,71,18,180433
2964,151,100,36,248886
2965,13,2,7,6278
2966,49,15,17,41699
2967,84,64,26,154413
2968,215,64,14,155315
2969,212,263,48,626784
2970,137,61,18,161434
2971,191,84,16,198751
2972,176,181,41,438187
2973,161,94,20,225194
2974,196,167,42,394080
2975,1,0,1,65
2976,167,61,14,155439
2977,43,16,14,47451
2978,231,114,16,274506
2979,35,13,16,33094
2980,26,8,14,20958
2981,98,40,16,101420
2982,105,51,19,129005
2983,57,25,19,63193
2984,138,285,55,654488
2985,49,12,14,35525
2986,244,114,15,274545
2987,69,24,15,63115
2988,232,511,70,1154244
2989,150,58,16,152103
2990,86,32,16,87039
2991,219,85,14,203708
2992,211,234,38,539912
2993,202,167,29,391943
2994,128,309,73,684285
2995,132,172,48,411342
2996,97,66,25,175640
2997,87,27,14,66231
2998,92,35,16,94361
2999,30,13,20,32394
3000,1,0,1,65
3001,21,7,13,18601
3002,135,51,14,127541
3003,144,304,61,657732
3004,33,9,11,26764
3005,165,87,18,217647
3006,180,60,15,150953
3007,206,81,15,207870
3008,204,96,16,241371
3009,228,109,16,265260
3010,17,3,10,8209
3011,218,115,16,280746
3012,56,27,29,73318
3013,202,273,50,621861
3014,170,293,64,655023
3015,156,63,19,163688
3016,21,5,9,13582
3017,230,131,22,334126
3018,14,2,8,6671
3019,1,0,1,65
3020,125,44,13,114296
3021,233,119,18,288581
3022,217,85,17,210417
3023,156,78,22,190833
3024,71,53,33,140098
3025,149,55,15,143832
3026,152,66,15,168254
3027,20,6,15,16193
3028,45,13,13,36764
3029,95,52,20,132812
3030,98,63,29,163548
3031,58,16,12,43037
3032,1,1,1,65
3033,100,105,42,260058
3034,220,167,29,384401
3035,32,7,11,20929
3036,189,170,28,415686
3037,44,11,11,29747
3038,78,46,28,113189
3039,171,69,19,175052
3040,179,82,15,211600
3041,78,28,14,78895
3042,83,43,26,110051
3043,224,251,37,592600
3044,34,10,12,27655
3045,238,133,17,325912
3046,16,2,8,7611
3047,227,153,26,378045
3048,120,43,14,113992
3049,73,24,13,66251
3050,92,28,15,78220
3051,26,6,14,17118
3052,39,9,10,24429
3053,145,60,17,159868
3054,153,95,22,242702
3055,189,91,23,227825
3056,23,5,11,16734
3057,142,55,14,142547
3058,242,143,22,346399
3059,63,28,17,77576
3060,160,74,20,195303
3061,44,29,28,68520
3062,106,84,29,227959
3063,91,29,14,77908
3064,138,62,17,156882
3065,132,65,17,175867
3066,211,94,16,236394
3067,145,62,16,161579
3068,179,72,14,180976
3069,97,46,18,125601
3070,21,3,9,11566
3071,98,117,47,277667
3072,220,250,41,600722
3073,118,50,16,126076
3074,148,81,21,217684
3075,25,6,10,18070
3076,217,102,19,257271
3077,203,132,25,331038
3078,169,161,39,398359
3079,57,35,27,98582
3080,198,92,17,230398
3081,49,16,14,47112
3082,207,235,49,553808
3083,52,20,21,54554
3084,90,25,11,68312
3085,39,11,11,31896
3086,225,212,31,512904
3087,112,39,15,98394
3088,126,35,12,90864
3089,43,11,16,32746
3090,131,54,17,142853
3091,112,42,15,110783
3092,15,3,9,7046
3093,190,90,17,226675
3094,41,12,10,32146
3095,23,5,12,14513
3096,85,62,32,161941
3097,238,115,18,277106
3098,38,16,15,43788
3099,104,52,18,125125
3100,46,20,18,53125
3101,116,72,26,190172
3102,218,91,16,215366
3103,233,95,16,238478
3104,38,15,16,39439
3105,68,36,18,91933
3106,102,57,21,137707
3107,107,114,38,274023
3108,141,72,22,190332
3109,8,1,6,2999
3110,132,71,21,178019
3111,120,40,12,103153
3112,223,883,107,1829212
3113,200,263,45,604828
3114,166,141,32,352642
3115,148,64,16,168311
3116,118,57,25,143219
3117,215,79,17,193440
3118,82,116,48,264399
3119,102,63,25,149879
3120,179,70,15,179276
3121,60,25,20,68132
3122,24,5,9,13990
3123,87,58,22,155449
3124,119,52,16,135414
3125,52,52,34,127942
3126,227,167,27,413130
3127,107,32,14,86862
3128,54,18,13,46115
3129,81,30,13,82180
3130,111,41,14,111945
3131,1,0,1,65
3132,50,35,29,97083
3133,124,178,56,410955
3134,118,140,44,371889
3135,1,0,1,65
3136,41,11,11,32576
3137,177,129,24,324407
3138,60,38,21,99968
3139,49,21,18,61354
3140,242,252,37,586039
3141,204,85,16,215507
3142,154,59,16,154017
3143,179,283,59,671149
3144,228,568,61,1342718
3145,152,58,15,146432
3146,1,0,1,65
3147,195,69,15,179522
3148,220,97,17,228635
3149,231,595,80,1292470
3150,196,72,15,170627
3151,88,56,26,136949
3152,53,26,17,70431
3153,48,11,10,32521
3154,97,40,20,106480
3155,35,8,10,22809
3156,70,32,16,85659
3157,216,151,27,360328
3158,86,31,14,81186
3159,88,35,18,94297
3160,188,72,14,179892
3161,152,51,13,132016
3162,173,164,34,408037
3163,215,104,16,264140
3164,42,9,11,25730
3165,183,109,23,282870
3166,165,115,29,284102
3167,186,87,16,218996
3168,151,163,41,394052
3169,160,67,15,167097
3170,197,316,53,742480
3171,5,0,4,1079
3172,7,1,4,1405
3173,131,72,22,186716
3174,169,67,14,165840
3175,38,8,10,23729
3176,150,162,42,390753
3177,164,366,63,800136
3178,28,4,8,13030
3179,232,188,30,466833
3180,239,138,20,332196
3181,113,39,16,104777
3182,205,132,25,327106
3183,107,158,46,356638
3184,236,161,29,383219
3185,98,36,15,99169
3186,147,61,17,154155
3187,146,72,17,182887
3188,37,12,16,33687
3189,129,162,61,392840
3190,103,43,15,118578
3191,141,89,22,234043
3192,149,312,74,716665
3193,50,32,27,85115
3194,116,54,17,137439
3195,55,16,13,45496
3196,36,9,11,25741
3197,78,44,23,115939
3198,164,131,28,310313
3199,193,111,21,280091
3200,1,0,1,65
3201,223,109,18,278581
3202,126,43,14,114728
3203,70,29,17,77899
3204,167,79,17,194252
3205,175,192,39,452424
3206,173,62,17,162042
3207,206,88,17,215599
3208,204,91,15,202960
3209,104,55,18,125617
3210,41,10,11,25749
3211,213,173,26,359127
3212,72,68,22,119671
3213,98,46,19,105157
3214,165,83,19,203228
3215,227,149,25,361946
3216,158,125,33,319390
3217,59,19,13,53187
3218,102,52,21,137410
3219,120,115,36,291637
3220,221,137,23,332394
3221,61,33,26,90247
3222,61,24,18,64977
3223,94,40,21,110608
3224,119,154,48,371659
3225,204,256,41,618736
3226,127,38,12,94809
3227,99,142,51,354630
3228,129,48,16,131324
3229,111,38,13,96067
3230,36,7,12,20705
3231,49,19,18,49744
3232,1,0,1,65
3233,15,5,12,11636
3234,185,136,27,321095
3235,24,8,17,24156
3236,80,27,13,67290
3237,236,144,22,341229
3238,245,104,16,240894
3239,217,482,73,1091621
3240,19,3,9,9611
3241,52,14,11,40079
3242,70,22,12,60103
3243,36,11,16,31937
3244,147,146,41,352625
3245,230,100,17,251444
3246,164,65,19,162351
3247,206,105,20,269692
3248,129,72,23,181379
3249,121,63,18,165851
3250,104,110,37,287010
3251,222,85,15,212640
3252,133,57,18,147355
3253,117,100,34,260420
3254,220,99,19,246466
3255,15,2,6,5176
3256,97,27,12,72837
3257,231,147,27,365380
3258,121,47,15,123952
3259,216,123,23,296725
3260,128,50,15,126660
3261,60,21,17,58785
3262,195,83,17,204648
3263,215,164,30,406310
3264,54,21,16,58202
3265,50,17,15,46201
3266,126,49,18,130119
3267,113,62,23,159263
3268,106,33,15,83378
3269,196,103,20,261418
3270,9,1,6,3681
3271,62,15,11,43462
3272,156,83,23,205892
3273,118,41,14,108864
3274,30,5,10,16583
3275,130,95,33,243313
3276,199,343,56,804545
3277,153,54,13,136504
3278,12,3,10,7517
3279,171,79,17,198367
3280,224,126,24,313357
3281,177,78,18,194043
3282,1,0,1,65
3283,118,39,13,95621
3284,199,98,18,248318
3285,210,128,22,314335
3286,100,39,19,108447
3287,104,42,15,111790
3288,64,32,20,79538
3289,56,15,11,44905
3290,236,120,19,294743
3291,26,7,11,20629
3292,77,23,18,65665
3293,110,127,48,311584
3294,193,645,80,1202474
3295,243,112,17,283633
3296,159,131,35,325653
3297,38,8,12,21755
3298,23,6,11,17085
3299,73,27,12,63215
3300,186,211,45,505331
3301,120,47,14,121164
3302,198,96,18,230799
3303,150,63,15,166013
3304,97,103,39,254471
3305,204,85,18,212997
3306,219,450,67,1064721
3307,138,65,19,158239
3308,13,2,9,5861
3309,18,4,9,9782
3310,83,45,25,121967
3311,111,2978,15,130232
3312,139,98,28,199607
3313,208,98,17,245337
3314,142,53,15,133289
3315,137,73,20,176273
3316,173,147,38,370336
3317,105,44,15,118505
3318,100,28,16,75968
3319,72,30,18,80398
3320,71,34,22,91020
3321,167,161,49,393601
3322,208,177,35,439550
3323,58,19,13,52977
3324,134,76,24,193123
3325,45,15,18,40223
3326,29,4,9,13716
3327,125,42,14,108694
3328,46,9,10,26863
3329,83,30,16,82497
3330,122,104,37,265779
3331,193,130,26,324981
3332,42,12,14,35292
3333,41,12,16,35349
3334,33,12,15,37585
3335,225,458,70,1035184
3336,175,79,17,201848
3337,168,74,18,192623
3338,166,69,15,172802
3339,217,172,25,424788
3340,84,47,28,126555
3341,192,80,17,197765
3342,21,11,19,29792
3343,226,109,19,270836
3344,173,86,19,212206
3345,19,3,7,8806
3346,100,33,12,85715
3347,115,128,40,317170
3348,84,44,21,119908
3349,238,123,20,308933
3350,114,33,14,92988
3351,73,69,33,165825
3352,1,0,1,65
3353,98,67,27,175723
3354,230,87,14,212449
3355,15,2,10,5898
3356,211,93,19,229678
3357,24,4,9,13422
3358,21,5,11,13450
3359,225,95,19,235711
3360,191,87,18,224067
3361,222,201,31,499874
3362,149,79,20,197423
3363,114,67,30,175072
3364,37,10,14,29202
3365,21,4,10,12798
3366,190,188,37,467119
3367,224,91,15,223726
3368,84,26,13,73140
3369,70,51,28,137812
3370,188,82,15,206369
3371,15,3,9,9283
3372,34,7,11,20379
3373,199,89,16,224891
3374,49,18,18,49596
3375,143,335,50,738214
3376,28,4,8,11262
3377,127,83,23,203605
3378,173,79,16,202645
3379,202,176,29,430073
3380,152,124,32,302780
3381,146,66,19,172382
3382,15,3,7,7273
3383,21,5,13,14626
3384,74,18,12,49146
3385,169,102,21,251723
3386,118,115,34,303479
3387,194,85,16,205929
3388,194,344,61,792010
3389,90,108,41,230962
3390,75,30,16,83695
3391,227,106,19,257662
3392,92,56,24,140976
3393,244,153,24,370575
3394,238,221,37,534523
3395,87,30,14,80556
3396,69,24,12,61197
3397,141,61,16,154723
3398,88,43,18,112851
3399,15,3,9,8189
3400,207,140,27,347396
3401,208,82,17,208122
3402,51,16,10,40783
3403,238,118,16,281457
3404,107,46,17,119572
3405,148,261,53,556420
3406,57,20,17,55865
3407,210,95,19,249636
3408,174,67,14,172590
3409,124,54,15,139976
3410,126,286,72,633924
3411,1,0,1,65
3412,122,44,17,111696
3413,28,7,15,21351
3414,55,25,17,67555
3415,212,209,35,499300
3416,39,18,19,45193
3417,36,11,13,29261
3418,92,55,23,141456
3419,181,622,29,319486
3420,94,242,22,126530
3421,18,14,8,8831
3422,209,383,16,193834
3423,152,474,25,234345
3424,91,159,14,90623
3425,116,242,17,127968
3426,191,370,16,187891
3427,236,536,24,339726
3428,29,5,10,16147
3429,163,122,23,317034
3430,198,71,14,187553
3431,111,44,19,116121
3432,24,7,13,19273
3433,90,28,15,75573
3434,94,33,15,88286
3435,140,53,15,137366
3436,176,92,23,234765
3437,50,28,27,76658
3438,133,51,14,130790
3439,125,83,25,220904
3440,154,67,17,175678
3441,102,31,16,78909
3442,142,80,21,201937
3443,75,23,13,60464
3444,158,57,15,142398
3445,18,3,9,8807
3446,71,58,38,148802
3447,126,53,17,133557
3448,137,57,18,152656
3449,25,10,17,26451
3450,94,32,14,86978
3451,189,77,14,193384
3452,149,84,21,215017
3453,68,35,23,93848
3454,210,115,20,296894
3455,58,16,13,41347
3456,159,91,25,232869
3457,20,4,9,11811
3458,180,108,23,272631
3459,210,315,51,745084
3460,33,8,11,23459
3461,195,74,16,190426
3462,19,6,12,17116
3463,218,114,20,292468
3464,65,19,11,48336
3465,56,45,30,117163
3466,248,126,18,306441
3467,157,68,15,172918
3468,1,0,1,65
3469,177,124,27,309090
3470,237,134,20,331029
3471,158,73,17,187009
3472,152,73,22,188323
3473,118,87,31,217827
3474,202,216,34,526297
3475,150,176,41,427721
3476,45,17,14,45791
3477,94,67,32,179149
3478,94,43,22,108458
3479,108,39,16,103107
3480,210,72,14,186803
3481,246,525,74,1159035
3482,14,2,9,7635
3483,120,49,16,133063
3484,200,154,27,394342
3485,79,26,13,68398
3486,188,212,46,508516
3487,63,41,26,107982
3488,102,33,14,88516
3489,231,100,18,252412
3490,59,17,12,47178
3491,128,47,15,123152
3492,1,0,1,65
3493,235,163,29,390392
3494,207,135,27,327116
3495,160,189,45,475622
3496,177,129,23,317444
3497,231,96,15,241375
3498,44,13,12,35524
3499,209,299,49,716527
3500,19,4,14,12099
3501,17,3,9,9869
3502,37,15,17,43897
3503,136,41,15,110318
3504,202,136,24,341600
3505,153,99,25,245997
3506,223,162,29,398742
3507,142,79,21,204856
3508,72,19,13,53263
3509,230,145,23,366136
3510,172,98,21,243076
3511,179,57,15,150808
3512,60,47,30,120046
3513,69,22,14,61522
3514,164,91,20,235212
3515,145,57,15,149452
3516,209,76,15,190335
3517,38,8,10,23797
3518,228,93,16,223333
3519,175,106,26,269960
3520,58,20,13,55818
3521,47,36,26,94774
3522,54,25,18,69079
3523,189,103,22,262298
3524,120,45,15,117721
3525,51,15,14,40540
3526,25,4,8,12333
3527,142,81,20,207142
3528,191,188,36,462590
3529,1,0,1,65
3530,207,226,43,524237
3531,55,20,18,53486
3532,135,148,39,361959
3533,119,267,66,581520
3534,234,106,18,260864
3535,129,53,17,141468
3536,122,47,16,129144
3537,142,61,17,153493
3538,53,19,12,52905
3539,144,70,19,180261
3540,11,1,7,4704
3541,124,40,13,103627
3542,180,88,17,213219
3543,148,81,21,204558
3544,22,6,17,17051
3545,153,100,24,250133
3546,16,3,7,7955
3547,46,11,10,31832
3548,136,75,22,190312
3549,228,116,16,281372
3550,230,379,50,898925
3551,18,5,14,14030
3552,106,54,23,142668
3553,160,71,16,180499
3554,54,29,27,76622
3555,143,216,54,500575
3556,178,76,16,195178
3557,90,36,19,95162
3558,227,148,23,357394
3559,14,3,8,8138
3560,124,98,33,250440
3561,79,119,44,268287
3562,21,4,9,12669
3563,67,58,36,136131
3564,165,250,59,581420
3565,179,131,27,327877
3566,100,47,19,127745
3567,118,156,46,393120
3568,165,65,15,163063
3569,72,24,13,64922
3570,75,79,35,189589
3571,69,40,24,111298
3572,43,12,14,34978
3573,34,9,10,22314
3574,213,225,35,548493
3575,184,68,16,177961
3576,84,29,15,79326
3577,129,50,15,138102
3578,27,5,9,16549
3579,200,326,54,771994
3580,115,74,27,192836
3581,109,37,14,102193
3582,184,67,14,168491
3583,190,80,16,200106
3584,32,7,11,22833
3585,124,67,20,176509
3586,124,45,13,116712
3587,119,53,17,139969
3588,9,2,6,3790
3589,1,0,1,65
3590,10,1,8,4387
3591,24,4,9,11951
3592,168,85,21,204575
3593,19,3,9,9528
3594,38,19,22,48803
3595,87,25,13,64984
3596,223,90,16,231011
3597,187,100,20,258936
3598,211,132,24,327406
3599,210,275,54,643414
3600,162,72,18,182829
3601,206,165,33,399807
3602,179,69,13,171435
3603,194,121,24,307401
3604,132,71,23,184264
3605,211,94,17,214633
3606,241,134,22,330546
3607,28,8,11,20970
3608,112,41,14,103594
3609,56,43,31,107422
3610,50,25,19,64107
3611,173,105,29,261902
3612,239,118,18,284345
3613,47,24,21,66585
3614,44,21,24,60976
3615,165,66,16,164691
3616,1,0,1,65
3617,199,167,32,407764
3618,171,76,21,198749
3619,96,58,23,148025
3620,186,135,28,335999
3621,226,387,58,871712
3622,20,6,15,18705
3623,204,91,17,229391
3624,171,71,15,179069
3625,154,57,15,142487
3626,47,22,24,59868
3627,249,293,44,682977
3628,53,14,11,41023
3629,18,2,8,8876
3630,24,5,8,13768
3631,42,13,13,39779
3632,81,83,40,208459
3633,159,100,26,250420
3634,47,37,26,89824
3635,134,86,25,221508
3636,24,5,9,14507
3637,11,1,5,3670
3638,82,54,25,141412
3639,63,27,18,74794
3640,108,39,15,100526
3641,160,120,36,299848
3642,107,30,14,83909
3643,52,23,22,63749
3644,63,20,12,54154
3645,204,96,18,238068
3646,199,144,32,352887
3647,44,10,10,26911
3648,30,8,13,24244
3649,62,18,14,47151
3650,59,20,14,57799
3651,13,2,6,5314
3652,134,127,40,299377
3653,196,82,16,202284
3654,127,56,16,143530
3655,70,17,11,45230
3656,82,49,26,131827
3657,108,58,26,156028
3658,60,20,12,52927
3659,203,144,23,352559
3660,126,46,15,122159
3661,1,0,1,65
3662,180,68,16,171613
3663,130,51,17,133716
3664,72,23,12,63239
3665,118,79,25,198771
3666,1,0,1,65
3667,74,47,26,127143
3668,12,1,7,4309
3669,37,9,10,25759
3670,216,76,15,186090
3671,82,33,17,87564
3672,68,84,44,197726
3673,112,148,47,371415
3674,208,85,16,220304
3675,124,58,20,144442
3676,110,44,16,114318
3677,122,42,13,113244
3678,230,468,71,1094729
3679,111,49,17,137591
3680,214,125,20,310081
3681,231,126,19,310711
3682,190,92,18,227229
3683,59,13,11,37176
3684,35,13,16,39522
3685,22,4,8,13213
3686,187,229,46,550116
3687,63,29,17,80633
3688,121,46,15,122064
3689,119,142,40,341981
3690,48,17,13,46355
3691,195,142,23,360722
3692,231,180,28,444866
3693,225,161,25,401923
3694,179,385,66,866053
3695,56,16,13,42567
3696,185,64,15,165906
3697,25,9,17,25843
3698,202,536,81,1189794
