Index,NumStates, TimeTaken(ms),EquivalenceQueries, MembershipQueries
2299,28,21,2,855
2300,15,11,3,465
2301,44,40,3,1780
2302,9,8,7,513
2303,18,15,4,666
2304,243,1039,4,24837
2305,167,397,3,13400
2306,211,567,2,14382
2307,224,631,2,15715
2308,80,304,5,8855
2309,191,474,4,14171
2310,57,187,3,4715
2311,211,844,5,25803
2312,254,1006,3,26977
2313,168,369,2,11121
2314,193,1532,7,36765
2315,154,1063,6,24102
2316,137,305,2,7700
2317,190,952,5,21336
2318,1,0,1,3
2319,104,312,5,11495
2320,23,21,2,752
2321,1,0,1,3
2322,49,93,6,4455
2323,113,270,2,7945
2324,163,985,5,24198
2325,102,182,2,7175
2326,74,538,11,13261
2327,158,564,3,11412
2328,200,377,2,13634
2329,42,47,2,1615
2330,122,479,8,16415
2331,42,42,2,1700
2332,34,78,4,2277
2333,220,544,2,14112
2334,100,186,2,5628
2335,196,1058,5,31440
2336,31,90,10,3654
2337,60,230,9,8107
2338,88,353,6,10797
2339,235,528,3,21666
2340,152,460,4,17080
2341,50,87,4,3939
2342,47,75,5,3135
2343,143,504,5,18368
2344,81,155,2,4238
2345,122,1253,16,35525
2346,77,124,4,5270
2347,189,1198,2,18571
2348,93,233,4,8976
2349,48,76,4,2522
2350,47,66,3,2660
2351,149,521,3,13754
2352,246,1087,5,30073
2353,89,159,3,7160
2354,162,393,2,10075
2355,144,320,2,8670
2356,116,385,6,13514
2357,131,713,5,13939
2358,21,26,7,1505
2359,44,83,5,3471
2360,52,125,6,4725
2361,129,339,3,13727
2362,84,211,3,6760
2363,114,330,3,7786
2364,1,0,1,3
2365,207,654,3,20335
2366,165,1255,7,29459
2367,78,162,4,6437
2368,0,0,1,3
2369,14,12,2,406
2370,19,18,4,975
2371,186,487,2,12309
2372,50,261,10,8282
2373,136,222,2,7644
2374,105,368,8,14559
2375,125,278,3,7028
2376,199,391,3,17157
2377,1,0,1,3
2378,92,373,7,12765
2379,131,428,7,18673
2380,196,587,4,18078
2381,147,793,5,25370
2382,221,674,3,16391
2383,81,135,2,5053
2384,63,277,9,8890
2385,142,421,3,13110
2386,74,404,6,7599
2387,117,235,4,9635
2388,12,10,4,375
2389,135,372,4,11653
2390,237,893,2,19475
2391,100,356,5,11055
2392,221,2138,11,58033
2393,101,178,2,6090
2394,26,41,7,1802
2395,205,437,2,13563
2396,233,546,2,14010
2397,32,33,4,1430
2398,24,20,4,1127
2399,79,305,4,9699
2400,74,229,5,8940
2401,166,622,3,14319
2402,166,423,2,11322
2403,226,670,3,18573
2404,128,224,2,10023
2405,116,1477,5,17941
2406,196,664,4,18471
2407,49,64,2,2673
2408,17,23,6,875
2409,120,242,3,6989
2410,90,507,6,12851
2411,148,251,3,11880
2412,199,5049,28,104538
2413,33,52,3,1675
2414,9,7,4,285
2415,176,3292,16,60010
2416,81,141,2,4727
2417,105,329,5,10761
2418,164,706,4,20398
2419,234,1969,8,53466
2420,79,377,6,8109
2421,197,518,2,15800
2422,56,91,2,2712
2423,184,1128,6,26937
2424,231,456,3,23613
2425,115,196,2,7161
2426,101,158,2,6496
2427,141,474,7,20376
2428,208,521,2,15429
2429,148,273,2,10692
2430,165,601,2,15226
2431,53,148,4,3959
2432,191,447,2,12639
2433,135,242,3,6775
2434,21,13,2,688
2435,191,488,2,13788
2436,178,399,2,11781
2437,20,28,4,984
2438,79,109,3,4770
2439,203,938,6,28897
2440,184,795,3,21771
2441,64,152,5,6321
2442,126,233,3,9614
2443,192,486,3,16170
2444,81,197,3,6846
2445,91,159,3,6039
2446,64,104,2,3870
2447,222,502,4,17800
2448,27,41,4,1430
2449,117,252,3,7050
2450,102,1733,3,8200
2451,174,397,2,13262
2452,199,1946,10,43092
2453,46,51,3,2604
2454,21,21,2,688
2455,30,30,4,1342
2456,114,459,5,16030
2457,33,65,6,2680
2458,181,2408,8,35574
2459,49,84,3,3168
2460,80,140,4,4508
2461,29,30,2,1180
2462,46,63,3,2511
2463,161,804,5,20026
2464,227,604,3,18200
2465,111,252,4,9812
2466,73,131,5,5880
2467,32,41,5,1755
2468,131,260,2,7890
2469,29,28,2,1062
2470,227,1426,5,38675
2471,91,301,6,10980
2472,125,377,4,11797
2473,27,30,3,1540
2474,39,75,3,1817
2475,218,3442,18,79534
2476,93,145,2,5236
2477,105,575,11,17724
2478,104,218,3,6688
2479,17,12,4,595
2480,64,312,3,5547
2481,250,1979,7,47094
2482,247,643,2,20295
2483,24,28,3,931
2484,102,201,2,5535
2485,174,402,2,11866
2486,106,260,2,6603
2487,205,844,4,25893
2488,154,522,3,14523
2489,73,267,9,10143
2490,236,1683,6,36894
2491,210,554,2,15156
2492,217,715,2,18705
2493,12,21,8,850
2494,59,81,4,3689
2495,126,213,2,7843
2496,49,66,3,2772
2497,167,543,2,14740
2498,168,1591,13,46843
2499,222,464,2,17355
2500,129,317,3,9583
2501,226,2922,11,68403
2502,96,324,3,9264
2503,113,229,2,6583
2504,168,922,4,21905
2505,142,815,9,22515
2506,210,570,4,15998
2507,91,312,5,7503
2508,152,408,4,15555
2509,104,730,8,18392
2510,1,0,1,3
2511,86,189,3,5536
2512,200,435,3,12832
2513,19,20,5,1053
2514,22,26,7,1575
2515,219,951,4,21950
2516,68,112,2,3699
2517,117,242,3,9635
2518,154,430,4,15141
2519,113,1672,16,32915
2520,239,557,2,20118
2521,193,407,2,12771
2522,110,276,2,7293
2523,142,1669,14,40470
2524,138,327,2,9141
2525,204,532,3,15542
2526,14,8,5,638
2527,40,61,3,2106
2528,92,310,7,10175
2529,176,368,2,12708
2530,56,127,3,3503
2531,234,541,2,18291
2532,139,313,3,8649
2533,71,135,4,5577
2534,129,244,2,7511
2535,85,151,2,4275
2536,83,160,2,5177
2537,36,93,5,2336
2538,35,45,6,1988
2539,214,781,3,18876
2540,112,296,2,6750
2541,66,124,2,3591
2542,180,1586,11,45486
2543,87,158,2,5600
2544,188,565,2,15834
2545,88,124,3,4602
2546,24,28,3,980
2547,196,662,3,19257
2548,78,128,2,3925
2549,47,140,6,4655
2550,130,260,2,8613
2551,228,841,2,19194
2552,105,220,2,6752
2553,185,583,3,12614
2554,12,13,4,375
2555,166,964,8,30636
2556,112,241,4,10125
2557,100,205,2,5427
2558,194,832,4,21784
2559,45,57,4,2639
2560,156,406,2,10642
2561,183,497,3,12478
2562,41,157,9,3901
2563,197,990,7,34760
2564,199,792,2,19551
2565,136,281,2,7644
2566,216,499,2,13856
2567,112,314,3,8100
2568,258,844,3,27401
2569,27,37,5,1815
2570,227,2613,7,52325
2571,47,58,2,2185
2572,104,263,2,6688
2573,94,205,4,7938
2574,209,748,5,17179
2575,82,444,7,8580
2576,60,75,3,3388
2577,40,274,6,2754
2578,220,769,2,17199
2579,161,304,2,8721
2580,165,365,2,9268
2581,61,184,4,4674
2582,15,11,2,465
2583,245,3016,12,72668
2584,165,747,5,21515
2585,216,1233,4,23815
2586,29,92,9,2655
2587,189,421,2,11749
2588,208,711,4,22935
2589,203,458,2,15059
2590,112,309,5,11025
2591,34,46,5,2070
2592,226,622,3,18573
2593,111,275,2,6467
2594,110,252,3,8619
2595,188,621,3,16588
2596,150,416,3,11438
2597,129,569,7,18130
2598,202,2109,9,40500
2599,98,131,2,5122
2600,151,461,3,13029
2601,120,180,2,6989
2602,193,581,3,14706
2603,230,659,2,16596
2604,156,914,4,17841
2605,122,277,3,8085
2606,176,520,3,17297
2607,189,496,3,14402
2608,77,124,2,4185
2609,56,95,2,2938
2610,93,190,4,8041
2611,1,0,1,3
2612,155,528,3,13062
2613,178,2091,8,42840
2614,141,365,2,9056
2615,162,305,2,9750
2616,43,40,2,1740
2617,166,371,2,9324
2618,74,323,6,7748
2619,195,2090,7,39491
2620,216,4257,20,88332
2621,161,2011,7,38114
2622,103,951,14,24012
2623,181,1234,6,27225
2624,43,86,5,2697
2625,22,17,2,720
2626,192,1777,8,42735
2627,87,139,2,4725
2628,141,496,4,14150
2629,239,546,2,14370
2630,176,451,2,12002
2631,157,382,3,13860
2632,102,222,2,7175
2633,197,794,3,17775
2634,1,1,1,3
2635,92,227,4,9065
2636,138,237,3,9695
2637,60,137,5,4356
2638,70,333,5,7755
2639,89,323,3,5549
2640,12,8,4,350
2641,164,1179,4,21385
2642,211,774,2,18612
2643,142,416,3,11685
2644,145,490,3,11640
2645,127,290,3,8160
2646,115,521,5,18480
2647,201,654,2,18135
2648,184,790,4,24354
2649,175,642,2,12636
2650,187,867,5,24000
2651,39,167,7,5372
2652,227,633,3,23205
2653,153,683,3,16271
2654,250,1900,9,58617
2655,49,66,3,2277
2656,188,432,2,11310
2657,39,47,3,2607
2658,100,662,10,18291
2659,31,46,3,1764
2660,88,190,2,4956
2661,52,150,7,5565
2662,93,243,3,6732
2663,202,751,3,18630
2664,56,99,3,2712
2665,61,110,3,4182
2666,55,76,2,2886
2667,26,55,6,1855
2668,149,450,5,15548
2669,40,80,2,1944
2670,208,569,2,13761
2671,124,794,9,20667
2672,60,652,6,5082
2673,199,658,6,25536
2674,44,79,2,2492
2675,159,419,2,10846
2676,63,88,3,3302
2677,127,649,7,20400
2678,97,151,2,5265
2679,133,324,5,14418
2680,128,228,2,7453
2681,214,688,3,17589
2682,142,1565,7,25080
2683,220,1433,4,31752
2684,186,439,3,13055
2685,151,425,3,12120
2686,154,331,2,10197
2687,134,318,2,8339
2688,153,1516,8,27937
2689,80,153,3,7728
2690,40,41,3,1458
2691,72,112,2,3770
2692,144,1428,10,32368
2693,97,260,3,8385
2694,50,106,3,3232
2695,226,1726,4,41223
2696,108,223,3,6076
2697,53,109,2,2782
2698,101,382,7,13804
2699,177,579,2,11360
2700,235,1010,3,28260
2701,115,318,2,6699
2702,136,405,3,10374
2703,157,519,3,11025
2704,227,2147,12,61425
2705,227,714,3,17290
2706,64,232,5,6966
2707,132,346,2,7155
2708,70,137,2,3666
2709,63,131,5,4572
2710,92,195,2,6475
2711,94,193,2,5670
2712,28,74,9,2337
2713,84,176,3,4394
2714,30,29,2,1464
2715,174,539,4,16403
2716,131,1805,13,32612
2717,27,40,6,1815
2718,39,45,3,1975
2719,6,2,3,104
2720,25,52,5,1734
2721,95,332,4,9932
2722,115,274,2,6930
2723,170,1142,5,26257
2724,123,313,4,12103
2725,156,752,5,20345
2726,50,169,8,5858
2727,73,123,3,4263
2728,129,459,5,13209
2729,1,1,1,3
2730,152,412,2,12505
2731,228,1222,3,24678
2732,193,681,4,15867
2733,234,535,3,17822
2734,125,174,2,8032
2735,55,102,4,3663
2736,152,712,5,15860
2737,61,100,2,2952
2738,46,93,6,4092
2739,206,1641,6,31388
2740,104,485,4,10241
2741,170,962,6,31713
2742,56,78,3,4520
2743,109,537,6,14235
2744,1,0,1,3
2745,73,108,2,3381
2746,216,1199,3,20351
2747,12,11,4,500
2748,59,74,4,3808
2749,50,65,3,2626
2750,238,1494,4,30528
2751,203,748,4,20757
2752,27,49,7,1760
2753,221,1630,6,41642
2754,172,386,2,12420
2755,193,550,3,12771
2756,208,534,3,16680
2757,93,287,5,8415
2758,77,139,2,3410
2759,36,38,2,1314
2760,115,340,2,7623
2761,183,574,2,15047
2762,207,481,3,21995
2763,137,1272,9,29975
2764,37,46,3,2025
2765,214,570,2,14586
2766,1,0,1,3
2767,80,169,4,6601
2768,126,306,3,10120
2769,111,254,7,12265
2770,152,302,2,9760
2771,36,49,2,1533
2772,86,770,4,7612
2773,252,6452,20,103525
2774,100,501,7,17487
2775,117,365,4,9165
2776,225,465,2,17138
2777,56,135,6,5198
2778,169,391,2,10509
2779,89,211,2,5370
2780,87,215,4,7875
2781,60,96,2,3146
2782,141,403,4,11037
2783,66,195,4,5320
2784,18,18,3,666
2785,64,384,11,9159
2786,221,570,2,14176
2787,137,364,3,10175
2788,241,924,3,20769
2789,163,403,2,11118
2790,27,28,2,770
2791,210,683,2,18103
2792,24,40,3,980
2793,45,113,4,4277
2794,109,325,3,10293
2795,118,303,4,12324
2796,99,220,2,5771
2797,112,322,6,13725
2798,75,239,7,6946
2799,119,480,2,7648
2800,114,225,2,7786
2801,246,580,2,16269
2802,11,8,7,575
2803,159,850,5,18502
2804,196,540,2,13755
2805,124,269,3,9462
2806,102,352,5,11890
2807,94,142,2,4536
2808,160,901,5,24075
2809,212,509,2,14025
2810,49,68,4,3960
2811,36,54,4,2190
2812,72,107,3,3770
2813,150,1228,10,28595
2814,20,17,5,779
2815,149,404,2,9568
2816,205,944,4,25071
2817,1,0,1,3
2818,34,35,2,1173
2819,29,26,4,1121
2820,90,187,2,4887
2821,37,63,3,2175
2822,133,249,2,8277
2823,236,1467,4,40678
2824,79,161,4,5883
2825,52,87,2,2310
2826,66,116,2,3059
2827,108,208,2,5859
2828,133,265,3,8277
2829,54,111,2,3052
2830,202,1887,9,37260
2831,104,174,2,6479
2832,131,281,2,7890
2833,195,1589,6,38318
2834,247,1088,4,32670
2835,181,652,4,17787
2836,46,78,6,2976
2837,147,675,5,21240
2838,128,247,2,7710
2839,83,171,2,4175
2840,109,263,3,7884
2841,34,77,7,3312
2842,1,0,1,3
2843,206,479,2,16520
2844,147,359,2,9145
2845,192,433,2,13475
2846,49,80,3,2673
2847,37,61,5,2550
2848,25,24,2,816
2849,117,368,2,7755
2850,15,13,5,589
2851,218,960,4,24035
2852,154,1996,15,42951
2853,127,226,3,8160
2854,247,770,4,24255
2855,161,406,2,10336
2856,51,90,3,2472
2857,216,568,3,16021
2858,159,391,2,9570
2859,202,1975,7,40905
2860,123,454,3,10127
2861,133,519,2,11481
2862,114,261,3,8931
2863,169,399,3,9492
2864,79,383,10,12243
2865,230,1145,4,23511
2866,200,1038,4,22055
2867,54,108,5,3379
2868,87,145,3,6125
2869,204,422,2,14315
2870,96,131,3,5790
2871,184,542,4,17343
2872,88,161,2,4425
2873,14,11,4,464
2874,77,162,3,4340
2875,33,39,2,1407
2876,105,473,6,12871
2877,155,380,2,10263
2878,97,255,5,8190
2879,37,36,2,2025
2880,170,674,4,17391
2881,234,710,2,16415
2882,14,9,4,377
2883,145,280,2,8730
2884,222,1249,7,50730
2885,143,377,2,10045
2886,125,490,7,19076
2887,94,140,2,5670
2888,174,2330,11,50605
2889,128,379,5,10537
2890,173,380,4,14227
2891,201,529,3,20150
2892,191,1225,4,24129
2893,58,103,2,2457
2894,165,965,6,26811
2895,13,10,5,621
2896,143,284,2,9758
2897,41,45,2,1494
2898,43,54,4,2697
2899,202,1253,7,33615
2900,99,877,7,16915
2901,10,9,4,546
2902,180,992,6,28519
2903,119,203,2,8365
2904,105,502,7,15403
2905,189,481,2,13644
2906,200,2160,5,41704
2907,107,568,7,17630
2908,12,8,2,250
2909,194,1259,5,31120
2910,97,321,5,8775
2911,27,23,3,1210
2912,117,1177,15,31490
2913,161,508,2,10013
2914,104,218,2,6897
2915,161,503,3,17119
2916,46,64,4,3348
2917,60,150,4,4719
2918,155,1075,5,25191
2919,184,1113,6,24354
2920,229,561,2,16524
2921,147,444,4,14160
2922,161,1000,6,24548
2923,86,363,6,10553
2924,191,1263,7,34853
2925,195,2494,12,52003
2926,219,607,2,17121
2927,139,286,2,8370
2928,36,65,5,2263
2929,34,82,7,3105
2930,203,1518,4,31746
2931,1,0,1,3
2932,211,852,3,25380
2933,108,328,4,8680
2934,165,1683,8,33431
2935,21,21,5,860
2936,47,104,3,3135
2937,34,35,2,1518
2938,214,540,2,13728
2939,60,49,3,3630
2940,28,61,3,1710
2941,183,1355,7,27525
2942,110,237,2,5746
2943,29,58,3,1121
2944,1,0,1,3
2945,126,540,5,13409
2946,225,810,2,23452
2947,96,271,2,5018
2948,84,184,2,4732
2949,120,616,3,15183
2950,37,34,3,1725
2951,85,195,4,6840
2952,29,34,2,1003
2953,200,567,2,14035
2954,172,433,4,14145
2955,105,231,2,6330
2956,1,1,1,3
2957,15,13,5,651
2958,61,180,8,7257
2959,64,119,2,3354
2960,81,177,2,4075
2961,50,71,3,2424
2962,215,575,2,16378
2963,152,359,2,10675
2964,151,610,4,17877
2965,13,11,3,324
2966,49,83,4,3762
2967,84,397,9,12168
2968,215,485,2,15516
2969,212,1588,5,42075
2970,137,358,2,9625
2971,191,494,2,11490
2972,176,1045,5,27534
2973,161,447,2,12597
2974,196,1082,6,34584
2975,95,837,8,14325
2976,167,326,2,10720
2977,43,84,3,1914
2978,231,570,2,14816
2979,35,58,2,1562
2980,26,30,5,1272
2981,98,190,2,6304
2982,105,247,2,6541
2983,57,126,4,4025
2984,138,1367,10,32132
2985,49,61,4,3168
2986,244,689,2,18093
2987,69,125,2,4031
2988,232,2725,6,49755
2989,150,267,2,8729
2990,86,170,2,5017
2991,219,525,2,15365
2992,211,1341,3,27495
2993,202,1155,3,22275
2994,128,1498,13,31868
2995,132,943,6,19345
2996,97,376,6,12870
2997,87,143,2,4900
2998,92,197,3,6105
2999,30,61,6,2684
3000,1,0,1,3
3001,21,30,5,1204
3002,135,318,3,9756
3003,144,1822,17,45951
3004,33,44,2,1407
3005,165,534,2,11585
3006,180,331,2,12635
3007,206,488,3,14455
3008,204,491,2,13497
3009,228,597,2,15538
3010,17,14,6,875
3011,218,679,2,17043
3012,56,141,7,5198
3013,202,1659,6,34425
3014,170,1768,7,35464
3015,156,378,2,10642
3016,21,21,4,860
3017,230,821,2,18901
3018,14,11,5,754
3019,143,1685,9,26404
3020,125,266,3,7781
3021,233,728,3,22883
3022,217,550,2,15225
3023,156,465,3,13146
3024,71,283,6,8294
3025,149,369,3,9269
3026,152,330,2,9760
3027,20,25,6,1107
3028,45,63,3,3185
3029,95,307,2,5730
3030,98,336,4,11229
3031,58,91,2,2574
3032,106,1167,14,26199
3033,100,580,14,20301
3034,220,1056,6,33075
3035,32,36,4,1885
3036,189,948,2,16297
3037,44,49,2,1869
3038,78,244,4,8164
3039,171,479,2,12348
3040,179,467,3,16155
3041,78,128,4,5809
3042,83,267,5,8851
3043,224,1222,5,32328
3044,34,47,3,1932
3045,238,903,2,16695
3046,16,13,2,396
3047,227,955,4,24570
3048,120,238,2,6989
3049,73,132,3,3528
3050,92,149,2,5920
3051,26,30,3,1113
3052,39,48,2,1501
3053,145,382,2,11349
3054,153,556,3,15043
3055,189,524,3,15160
3056,23,24,6,1316
3057,142,307,2,8550
3058,242,853,3,21825
3059,63,144,5,4826
3060,160,437,3,14766
3061,44,197,5,3560
3062,106,389,3,10863
3063,91,146,3,6039
3064,138,256,3,9972
3065,132,362,3,9540
3066,211,527,2,15228
3067,145,347,2,9312
3068,179,404,3,12924
3069,97,251,2,6435
3070,21,20,4,860
3071,98,677,10,19109
3072,220,1433,6,33957
3073,118,260,3,7584
3074,148,433,2,10989
3075,25,25,3,969
3076,217,619,4,20880
3077,203,816,3,22385
3078,169,899,5,23391
3079,57,173,6,4485
3080,198,496,3,17468
3081,49,83,2,2772
3082,207,1465,9,47310
3083,52,106,6,4200
3084,90,146,3,5068
3085,39,62,3,2607
3086,225,1236,3,28413
3087,112,190,3,6075
3088,126,211,3,7843
3089,43,68,4,3045
3090,131,346,3,9468
3091,112,230,3,6975
3092,15,11,3,496
3093,190,471,2,13716
3094,41,64,4,2822
3095,23,24,4,1222
3096,85,352,8,11457
3097,238,638,2,18126
3098,38,79,3,2002
3099,104,271,3,6897
3100,46,92,6,3348
3101,116,371,3,10252
3102,218,458,2,15295
3103,233,639,5,24751
3104,38,90,3,2233
3105,68,200,4,5343
3106,102,300,4,10865
3107,107,608,4,10965
3108,141,469,6,14150
3109,8,4,3,204
3110,132,369,5,13515
3111,120,210,2,6748
3112,223,4754,20,96552
3113,200,1886,3,27268
3114,166,934,6,24642
3115,148,407,4,14553
3116,118,345,4,12561
3117,215,473,2,13792
3118,82,630,13,17985
3119,102,387,3,9840
3120,179,385,2,11488
3121,60,134,5,4840
3122,24,23,2,833
3123,87,291,4,6650
3124,119,294,2,6453
3125,52,254,6,5460
3126,227,857,4,22295
3127,107,188,3,6020
3128,53,97,2,2568
3129,81,166,3,4238
3130,111,273,3,8474
3131,75,443,6,7852
3132,50,177,8,5555
3133,124,994,5,19671
3134,118,704,3,12798
3135,124,1184,8,28635
3136,41,57,3,2241
3137,177,674,3,19880
3138,60,170,2,3872
3139,49,115,5,3168
3140,242,1297,7,40740
3141,204,529,3,15133
3142,154,382,2,10815
3143,179,1388,8,36618
3144,228,2548,10,56668
3145,152,344,3,9150
3146,235,4467,16,76773
3147,195,425,2,13294
3148,220,554,2,16317
3149,231,2752,11,74080
3150,196,406,3,14934
3151,88,285,8,12213
3152,53,151,3,3959
3153,48,56,2,2134
3154,97,220,2,7605
3155,35,45,2,1420
3156,70,155,5,5781
3157,216,917,3,23382
3158,86,141,2,4671
3159,88,206,4,7611
3160,188,443,2,12441
3161,152,272,2,9760
3162,173,958,4,23943
3163,215,599,2,15085
3164,42,39,2,1955
3165,183,668,3,18350
3166,165,632,2,13240
3167,186,424,3,13801
3168,151,968,5,20604
3169,160,390,2,10593
3170,197,1695,6,39895
3171,5,2,4,99
3172,7,2,3,135
3173,131,455,5,13676
3174,169,399,3,11526
3175,38,43,3,1617
3176,150,927,6,20769
3177,164,2267,14,47047
3178,28,22,4,1026
3179,232,1094,4,26970
3180,239,799,4,23471
3181,113,197,2,7491
3182,205,745,3,20139
3183,107,775,6,13760
3184,236,1123,3,26015
3185,98,191,2,5319
3186,147,358,3,13570
3187,146,362,2,9083
3188,37,59,4,2625
3189,129,882,11,26677
3190,103,276,3,7866
3191,141,497,3,10471
3192,149,1527,8,34086
3193,50,169,8,5151
3194,116,296,3,8155
3195,55,91,3,2442
3196,36,32,2,1314
3197,78,275,5,8007
3198,164,533,3,17437
3199,193,517,3,16641
3200,180,2135,11,43681
3201,223,609,2,16986
3202,126,219,2,7337
3203,70,158,3,4512
3204,167,446,4,14740
3205,175,1127,6,25974
3206,173,372,2,10757
3207,206,523,3,18172
3208,204,444,2,13497
3209,104,296,3,10450
3210,41,46,2,1577
3211,213,872,3,20923
3212,72,246,3,6380
3213,98,233,4,6895
3214,165,482,2,10261
3215,227,864,3,22750
3216,158,795,7,29481
3217,59,88,2,2380
3218,102,287,3,7790
3219,120,599,4,13737
3220,221,828,4,24365
3221,61,181,5,5043
3222,61,153,2,3444
3223,94,222,4,7560
3224,119,933,10,26290
3225,204,1426,6,33538
3226,127,218,2,9690
3227,99,618,8,15522
3228,129,281,3,8806
3229,111,215,3,6913
3230,36,41,5,2336
3231,49,98,2,3069
3232,1,0,1,3
3233,15,21,4,682
3234,185,694,3,20034
3235,24,36,8,1617
3236,80,135,2,4830
3237,236,897,3,19393
3238,245,653,3,16694
3239,217,2830,14,60900
3240,19,16,3,819
3241,52,78,2,2415
3242,70,105,2,3525
3243,36,56,4,2482
3244,147,753,6,21535
3245,230,565,2,16596
3246,164,429,2,12502
3247,206,609,2,16520
3248,129,398,3,10878
3249,121,333,2,8505
3250,104,601,9,17974
3251,222,525,3,15130
3252,133,307,2,8277
3253,117,542,3,12220
3254,220,628,3,18963
3255,15,9,3,496
3256,97,142,2,4680
3257,231,852,2,24539
3258,121,276,2,7533
3259,216,737,4,19918
3260,128,226,2,7453
3261,60,122,4,4719
3262,195,523,2,14467
3263,215,1011,3,23705
3264,54,121,5,4251
3265,50,88,3,2323
3266,126,295,3,8855
3267,113,391,4,12712
3268,106,220,2,6390
3269,196,628,2,15327
3270,9,6,3,190
3271,62,83,3,3375
3272,156,446,2,14711
3273,118,244,3,7347
3274,30,29,2,915
3275,130,591,5,15921
3276,199,1604,7,39900
3277,153,330,2,9824
3278,12,13,6,475
3279,171,402,2,10976
3280,224,759,2,19756
3281,177,562,2,15620
3282,49,286,10,7326
3283,118,228,2,6636
3284,199,564,2,14364
3285,210,722,2,15998
3286,100,231,3,6432
3287,104,270,3,7106
3288,63,353,5,6096
3289,56,69,2,2938
3290,236,684,2,15609
3291,26,39,3,1007
3292,77,111,2,4650
3293,110,637,7,15912
3294,193,4128,12,62307
3295,243,632,2,16071
3296,159,776,6,21692
3297,38,42,2,1540
3298,23,33,4,1128
3299,73,150,3,4704
3300,186,1159,6,29094
3301,120,264,2,6989
3302,198,500,2,13498
3303,150,349,2,10535
3304,97,507,6,13455
3305,204,469,2,15133
3306,219,2298,9,50046
3307,138,404,3,8310
3308,13,10,4,540
3309,18,18,7,1184
3310,83,267,2,6012
3311,111,234,3,9589
3312,139,573,5,19809
3313,208,568,3,14178
3314,142,354,2,8550
3315,137,437,3,8525
3316,173,901,7,24984
3317,105,220,2,6541
3318,100,139,3,5829
3319,72,155,4,4785
3320,71,179,3,5148
3321,167,942,3,22780
3322,208,1117,6,32526
3323,58,101,2,2925
3324,134,504,3,13450
3325,45,83,7,3094
3326,29,21,2,1239
3327,125,206,3,6777
3328,46,44,2,2139
3329,83,153,2,4843
3330,122,664,7,22050
3331,193,865,3,18189
3332,42,65,3,2295
3333,41,70,4,2905
3334,33,64,4,1742
3335,225,2760,14,65846
3336,175,429,2,12285
3337,168,327,3,13817
3338,166,437,2,11655
3339,217,1112,3,19575
3340,84,266,5,8619
3341,192,535,2,15015
3342,21,52,6,1419
3343,226,689,2,14496
3344,173,436,2,12145
3345,19,13,4,936
3346,100,214,2,6231
3347,115,660,6,18249
3348,84,220,3,8112
3349,238,696,2,19557
3350,114,188,2,6412
3351,73,371,8,8232
3352,190,5061,17,69723
3353,98,326,3,8668
3354,230,482,2,17979
3355,15,9,5,620
3356,211,580,3,19035
3357,24,23,3,980
3358,21,25,4,903
3359,225,632,2,18040
3360,191,532,2,14171
3361,222,1027,2,18690
3362,149,399,2,11661
3363,114,396,4,11450
3364,37,57,3,1650
3365,21,21,3,817
3366,190,1004,4,24384
3367,224,577,3,15266
3368,84,124,2,4056
3369,70,261,8,9729
3370,188,521,4,18096
3371,15,13,4,527
3372,34,35,3,1380
3373,199,493,3,18753
3374,49,83,3,2277
3375,143,1942,14,37310
3376,28,23,2,798
3377,127,430,4,12240
3378,173,460,3,13186
3379,202,1060,5,24705
3380,152,771,6,22570
3381,146,376,5,13185
3382,15,11,4,465
3383,21,25,6,1204
3384,74,116,2,4023
3385,169,597,2,12204
3386,118,582,4,13983
3387,194,542,3,13615
3388,194,1689,9,52515
3389,90,599,8,12127
3390,75,172,4,6040
3391,227,731,3,18655
3392,92,313,3,7585
3393,244,825,2,19071
3394,238,1276,3,28620
3395,87,169,2,4900
3396,69,123,2,3475
3397,141,357,2,8773
3398,88,242,4,6195
3399,15,14,5,589
3400,207,801,4,19505
3401,208,471,3,13761
3402,51,97,3,3708
3403,238,620,3,16695
3404,107,304,3,7955
3405,148,1556,7,27324
3406,57,104,4,3680
3407,210,549,2,15156
3408,174,374,2,11517
3409,124,277,2,7221
3410,126,1555,17,40986
3411,1,0,1,3
3412,122,311,3,9800
3413,28,40,4,1197
3414,55,137,3,3219
3415,212,1458,4,29750
3416,39,100,7,4266
3417,36,59,2,1533
3418,92,348,7,12210
3419,181,738,6,22869
3420,94,277,4,8127
3421,18,16,4,592
3422,209,489,3,13827
3423,152,651,4,16165
3424,91,165,3,6039
3425,116,262,2,6757
3426,191,458,2,13405
3427,236,887,3,22704
3428,29,30,3,1239
3429,163,677,3,16350
3430,198,474,3,14689
3431,111,271,5,10704
3432,24,45,4,1372
3433,90,149,2,5068
3434,94,204,2,5481
3435,140,285,3,9554
3436,176,542,3,19062
3437,50,164,7,5858
3438,133,307,2,8277
3439,125,420,4,10542
3440,154,383,3,12978
3441,102,179,2,6560
3442,142,389,2,9690
3443,75,132,2,3473
3444,158,314,3,9510
3445,18,14,3,555
3446,71,329,7,9295
3447,126,300,2,8855
3448,137,408,2,11550
3449,25,41,4,1224
3450,94,183,2,5670
3451,189,407,2,12128
3452,149,491,5,16445
3453,68,190,6,5891
3454,210,709,3,17261
3455,58,87,4,3744
3456,159,539,6,18183
3457,20,19,3,738
3458,180,707,4,20216
